success,total_time,mouse_move_count,avg_mouse_speed,max_mouse_speed,input_change_count,final_input_length,edit_distance,time_per_character,error_rate
1,7287.0,111,0.6191702485496998,11.442848225429021,5,5,0,1457.4,1.0
