success,total_time,mouse_move_count,avg_mouse_speed,max_mouse_speed,input_change_count,final_input_length,edit_distance,time_per_character,error_rate,class
1,2043.0,3,0.1450351817717279,0.2031690555695226,5,5,0,408.6,1.0,0
1,1946.0,2,0.105836536843942,0.138801261829653,5,5,0,389.2,1.0,0
1,2043.0,2,0.1013634068602393,0.1295641931684334,5,5,0,408.6,1.0,0
1,2006.0,2,0.1039083240918103,0.1345565749235474,5,5,0,401.2,1.0,0
1,2130.0,3,0.1425935184822213,0.2038794368827028,5,5,0,426.0,1.0,0
1,2042.0,3,0.0682232910330683,0.13189448441247,5,5,0,408.4,1.0,0
1,1955.0,2,0.1058357086957418,0.1376720901126408,5,5,0,391.0,1.0,0
1,2003.0,2,0.102560457298562,0.1335761991499696,5,5,0,400.6,1.0,0
0,2010.0,2,0.1034682725549236,0.1333333333333333,5,5,1,402.0,1.0,0
1,2027.0,2,0.1020758520358856,0.1332525741974561,5,5,0,405.4,1.0,0
1,2033.0,2,0.1024104483702827,0.1307966706302021,5,5,0,406.6,1.0,0
0,2032.0,2,0.1005488246867557,0.1321321321321321,5,5,1,406.4,1.0,0
1,2070.0,2,0.100904169990821,0.1282051282051282,5,5,0,414.0,1.0,0
1,1977.0,3,0.1470807220716266,0.2038794368827028,5,5,0,395.4,1.0,0
1,2030.0,2,0.1017739966907624,0.1307966706302021,5,5,0,406.0,1.0,0
1,1992.0,2,0.1044140738394954,0.1348039215686274,5,5,0,398.4,1.0,0
1,2015.0,3,0.1451221301766877,0.2038794368827028,5,5,0,403.0,1.0,0
1,2023.0,2,0.1024261458388782,0.1320528211284513,5,5,0,404.6,1.0,0
0,1776.0,2,0.114540121789317,0.1554770318021201,4,4,1,444.0,1.0,0
1,1992.0,2,0.1034963928680805,0.1334141904184354,5,5,0,398.4,1.0,0
0,1808.0,3,0.1522952573135595,0.2038794368827028,4,4,2,452.0,1.0,0
0,2224.0,2,0.095949288505445,0.1178992497320471,6,6,2,370.6666666666667,1.0,0
1,2037.0,2,0.1023314107298663,0.1305637982195845,5,5,0,407.4,1.0,0
1,2006.0,2,0.1031068304838702,0.1334141904184354,5,5,0,401.2,1.0,0
1,2042.0,2,0.1011125180023004,0.1305637982195845,5,5,0,408.4,1.0,0
1,1990.0,2,0.1044140738394954,0.1348039215686274,5,5,0,398.0,1.0,0
1,2061.0,3,0.1443999332755862,0.2031690555695226,5,5,0,412.2,1.0,0
1,2007.0,2,0.1039600220712849,0.1334951456310679,5,5,0,401.4,1.0,0
1,2062.0,3,0.1442029400381572,0.2031690555695226,5,5,0,412.4,1.0,0
1,2003.0,2,0.1033127524471544,0.1334141904184354,5,5,0,400.6,1.0,0
1,1953.0,2,0.1054307652089634,0.138801261829653,5,5,0,390.6,1.0,0
1,2232.0,2,0.0936399614393679,0.1168348380244291,5,5,0,446.4,1.0,0
1,4378.0,2,0.051812966639465,0.054054054054054,5,5,0,875.6,1.0,0
1,2146.0,2,0.0976733218686603,0.1220865704772475,5,5,0,429.2,1.0,0
1,2002.0,2,0.1037877632144062,0.1335761991499696,5,5,0,400.4,1.0,0
1,2111.0,2,0.09890425645166,0.1246458923512747,5,5,0,422.2,1.0,0
1,2000.0,3,0.1461313823007337,0.2031690555695226,5,5,0,400.0,1.0,0
1,2112.0,2,0.0986994398965639,0.1245753114382786,5,5,0,422.4,1.0,0
1,2011.0,2,0.1039321375104021,0.1334141904184354,5,5,0,402.2,1.0,0
1,2006.0,2,0.1032601463739188,0.1333333333333333,5,5,0,401.2,1.0,0
1,2002.0,2,0.1029436899593312,0.1334951456310679,5,5,0,400.4,1.0,0
1,1940.0,2,0.1055592074431469,0.1391524351676154,5,5,0,388.0,1.0,0
1,1996.0,2,0.1033694098510074,0.1335761991499696,5,5,0,399.2,1.0,0
1,2077.0,2,0.1012097395291304,0.1291837933059307,5,5,0,415.4,1.0,0
1,2031.0,2,0.1014437863830955,0.130874479476502,5,5,0,406.2,1.0,0
1,2008.0,2,0.1039474375432986,0.1334951456310679,5,5,0,401.6,1.0,0
1,2025.0,2,0.1026595457733182,0.1321321321321321,5,5,0,405.0,1.0,0
1,2011.0,2,0.1029317833418497,0.1334951456310679,5,5,0,402.2,1.0,0
1,2013.0,2,0.1029989156946538,0.1319736052789442,5,5,0,402.6,1.0,0
1,2029.0,3,0.0686679656495929,0.1332525741974561,5,5,0,405.8,1.0,0
1,2041.0,2,0.1024104483702827,0.1307966706302021,5,5,0,408.2,1.0,0
1,2005.0,2,0.1030097974760675,0.1331719128329297,5,5,0,401.0,1.0,0
0,2215.0,2,0.096293222978576,0.1189832341806381,6,6,2,369.1666666666667,1.0,0
1,1966.0,2,0.104913060996616,0.1362229102167182,5,5,0,393.2,1.0,0
1,2017.0,2,0.1028280164524826,0.1320528211284513,5,5,0,403.4,1.0,0
1,2021.0,2,0.1026595457733182,0.1321321321321321,5,5,0,404.2,1.0,0
1,2099.0,2,0.0999162843807275,0.125858123569794,5,5,0,419.8,1.0,0
1,2001.0,2,0.1041168675019612,0.1345565749235474,5,5,0,400.2,1.0,0
1,1966.0,2,0.1042654240744903,0.1361386138613861,5,5,0,393.2,1.0,0
0,1801.0,2,0.1138277555132822,0.1536312849162011,4,4,1,450.25,1.0,0
1,2035.0,3,0.0687944091029344,0.1331719128329297,5,5,0,407.0,1.0,0
1,2015.0,2,0.1020211749621314,0.1320528211284513,5,5,0,403.0,1.0,0
1,2012.0,2,0.1039321375104021,0.1334141904184354,5,5,0,402.4,1.0,0
1,2021.0,2,0.1024537604094335,0.1321321321321321,5,5,0,404.2,1.0,0
1,2028.0,2,0.1023041694021694,0.1317365269461078,5,5,0,405.6,1.0,0
1,2041.0,2,0.102173399480274,0.130718954248366,5,5,0,408.2,1.0,0
1,2015.0,2,0.1032563237287646,0.1332525741974561,5,5,0,403.0,1.0,0
1,2068.0,3,0.1440312206422736,0.2045948033279052,5,5,0,413.6,1.0,0
1,2025.0,2,0.1032159930465015,0.1331719128329297,5,5,0,405.0,1.0,0
1,2041.0,2,0.1019385079593005,0.1306413301662707,5,5,0,408.2,1.0,0
1,1951.0,2,0.1055946015105208,0.1375859912445278,5,5,0,390.2,1.0,0
0,2020.0,2,0.102867671954323,0.1321321321321321,5,5,1,404.0,1.0,0
1,2146.0,2,0.0984508969305834,0.1232492997198879,5,5,0,429.2,1.0,0
0,2053.0,2,0.1013755762914689,0.1295641931684334,5,5,1,410.6,1.0,0
1,2109.0,2,0.0991122438345002,0.1246458923512747,5,5,0,421.8,1.0,0
1,1967.0,2,0.1051111187477805,0.1362229102167182,5,5,0,393.4,1.0,0
0,2052.0,2,0.1015455729276919,0.1294879340788699,5,5,1,410.4,1.0,0
1,2017.0,3,0.1458927194798881,0.2038794368827028,5,5,0,403.4,1.0,0
1,2063.0,2,0.1011520547461438,0.1282798833819242,5,5,0,412.6,1.0,0
1,2004.0,2,0.1044016244237351,0.1348039215686274,5,5,0,400.8,1.0,0
1,2046.0,2,0.1018732157522193,0.1304863582443653,5,5,0,409.2,1.0,0
1,2054.0,2,0.1013496242773717,0.1294879340788699,5,5,0,410.8,1.0,0
1,1964.0,2,0.1046749641686298,0.1361386138613861,5,5,0,392.8,1.0,0
1,2007.0,2,0.1041347917046243,0.1334141904184354,5,5,0,401.4,1.0,0
1,2068.0,2,0.1012978790756568,0.1293356848912404,5,5,0,413.6,1.0,0
1,2006.0,2,0.1034682725549236,0.1333333333333333,5,5,0,401.2,1.0,0
1,1998.0,2,0.1033127524471544,0.1334141904184354,5,5,0,399.6,1.0,0
0,2175.0,2,0.0969298916646631,0.121012101210121,6,6,1,362.5,1.0,0
1,2120.0,3,0.0664525557225825,0.1265822784810126,5,5,0,424.0,1.0,0
0,2207.0,2,0.096784084127381,0.1198910081743869,6,6,1,367.8333333333333,1.0,0
1,1996.0,2,0.1031068304838702,0.1334141904184354,5,5,0,399.2,1.0,0
0,2219.0,3,0.0649154670550667,0.1198910081743869,6,6,2,369.8333333333333,1.0,0
1,2004.0,2,0.1032159930465015,0.1331719128329297,5,5,0,400.8,1.0,0
1,2104.0,3,1.5849501303695437,4.680851063829787,5,5,0,420.8,1.0,0
1,1989.0,2,0.1048011215247801,0.1347213717085119,5,5,0,397.8,1.0,0
0,2254.0,2,0.0941213409457983,0.1158504476040021,6,6,2,375.6666666666667,1.0,0
1,2020.0,2,0.1024141049075932,0.1320528211284513,5,5,0,404.0,1.0,0
1,1991.0,2,0.1045411600904999,0.1345565749235474,5,5,0,398.2,1.0,0
1,2086.0,2,0.1004770142298417,0.128130460104834,5,5,0,417.2,1.0,0
0,1992.0,2,0.1042035666725706,0.1348039215686274,5,5,2,398.4,1.0,0
1,2016.0,2,0.1026870795067918,0.1322115384615384,5,5,0,403.2,1.0,0
1,2002.0,2,0.1038791159224176,0.1333333333333333,5,5,0,400.4,1.0,0
1,2038.0,2,0.102057500752213,0.1309523809523809,5,5,0,407.6,1.0,0
1,2053.0,3,0.0685869176854904,0.1317365269461078,5,5,0,410.6,1.0,0
1,1965.0,2,0.1046627866379452,0.1361386138613861,5,5,0,393.0,1.0,0
1,2005.0,2,0.103978528730421,0.1347213717085119,5,5,0,401.0,1.0,0
1,2018.0,3,0.1454677887977259,0.2031690555695226,5,5,0,403.6,1.0,0
0,2230.0,2,0.0959617379212052,0.1178992497320471,6,6,1,371.6666666666667,1.0,0
0,2072.0,2,0.1014684272787304,0.1292596944770857,5,5,1,414.4,1.0,0
0,1756.0,2,0.1154731317075038,0.1573676680972818,4,4,1,439.0,1.0,0
1,2024.0,2,0.1018617055063524,0.1321321321321321,5,5,0,404.8,1.0,0
0,2010.0,2,0.1040922271532239,0.1332525741974561,5,5,1,402.0,1.0,0
1,1995.0,2,0.1030947895525852,0.1334141904184354,5,5,0,399.0,1.0,0
0,2008.0,2,0.1041475308797418,0.1334141904184354,5,5,1,401.6,1.0,0
1,2043.0,2,0.1021487747830458,0.130718954248366,5,5,0,408.6,1.0,0
1,2010.0,2,0.1035210175653087,0.1334141904184354,5,5,0,402.0,1.0,0
1,1956.0,2,0.1060306675448631,0.138801261829653,5,5,0,391.2,1.0,0
1,2017.0,3,0.1444689340056463,0.2038794368827028,5,5,0,403.4,1.0,0
1,2003.0,2,0.1043689730643825,0.1346389228886169,5,5,0,400.6,1.0,0
1,2008.0,3,0.1449060590557102,0.2024636074599062,5,5,0,401.6,1.0,0
0,1791.0,2,0.1134506324283636,0.153738644304682,4,4,1,447.75,1.0,0
1,1999.0,2,0.1035087010974746,0.1334141904184354,5,5,0,399.8,1.0,0
1,2081.0,2,0.1006579760945302,0.1280558789289872,5,5,0,416.2,1.0,0
1,2003.0,2,0.1043153244988107,0.1345565749235474,5,5,0,400.6,1.0,0
0,2041.0,2,0.1015944524588983,0.1307966706302021,5,5,1,408.2,1.0,0
1,2036.0,2,0.1023979989545225,0.1307966706302021,5,5,0,407.2,1.0,0
1,2009.0,3,0.145513257525702,0.2031690555695226,5,5,0,401.8,1.0,0
0,2215.0,2,0.0959808968833892,0.1179624664879356,6,6,1,369.1666666666667,1.0,0
1,1952.0,2,0.106239210955014,0.138801261829653,5,5,0,390.4,1.0,0
1,2051.0,3,0.144386903090853,0.2031690555695226,5,5,0,410.2,1.0,0
0,2268.0,3,0.0637080934407707,0.1166489925768822,6,6,2,378.0,1.0,0
1,2021.0,3,0.0692478447793505,0.1345565749235474,5,5,0,404.2,1.0,0
1,2013.0,2,0.1035368704743968,0.1334951456310679,5,5,0,402.6,1.0,0
1,1981.0,3,0.1466593061586455,0.2038794368827028,5,5,0,396.2,1.0,0
1,2045.0,2,0.1011056176275937,0.1294117647058823,5,5,0,409.0,1.0,0
1,2009.0,3,0.1463592163620407,0.2038794368827028,5,5,0,401.8,1.0,0
1,2026.0,3,0.0684646845586747,0.1318154583582984,5,5,0,405.2,1.0,0
1,2010.0,3,0.0696963358303285,0.1346389228886169,5,5,0,402.0,1.0,0
1,2025.0,3,0.0688050649165004,0.1332525741974561,5,5,0,405.0,1.0,0
1,2023.0,3,0.1450589196927234,0.2031690555695226,5,5,0,404.6,1.0,0
1,1983.0,2,0.1045857281554404,0.1347213717085119,5,5,0,396.6,1.0,0
1,2086.0,2,0.1010402038830176,0.1279813845258871,5,5,0,417.2,1.0,0
1,2006.0,2,0.1039321375104021,0.1334141904184354,5,5,0,401.2,1.0,0
1,2026.0,2,0.1021876329739639,0.1307966706302021,5,5,0,405.2,1.0,0
1,2047.0,2,0.1021204791499798,0.1305637982195845,5,5,0,409.4,1.0,0
1,1956.0,2,0.1056253427151832,0.1376720901126408,5,5,0,391.2,1.0,0
1,2013.0,2,0.1035368704743968,0.1334951456310679,5,5,0,402.6,1.0,0
1,2013.0,3,0.1455402753653359,0.2031690555695226,5,5,0,402.6,1.0,0
1,2079.0,2,0.1004145333225462,0.1279813845258871,5,5,0,415.8,1.0,0
1,1999.0,3,0.1459346734386831,0.2031690555695226,5,5,0,399.8,1.0,0
0,1805.0,2,0.1133385443008874,0.1534170153417015,4,4,1,451.25,1.0,0
1,2003.0,2,0.1043440322958735,0.1346389228886169,5,5,0,400.6,1.0,0
1,2018.0,2,0.1024261458388782,0.1320528211284513,5,5,0,403.6,1.0,0
1,2021.0,2,0.1033410525227861,0.1334951456310679,5,5,0,404.2,1.0,0
0,2229.0,2,0.0961810979717324,0.1179624664879356,6,6,2,371.5,1.0,0
1,2016.0,2,0.1022106210905414,0.1320528211284513,5,5,0,403.2,1.0,0
1,2028.0,2,0.1032640544369406,0.1320528211284513,5,5,0,405.6,1.0,0
1,1952.0,2,0.1057621130551817,0.1375,5,5,0,390.4,1.0,0
1,2001.0,2,0.1030784508440913,0.1333333333333333,5,5,0,400.2,1.0,0
0,1805.0,2,0.1127684567169862,0.1519337016574585,4,4,2,451.25,1.0,0
1,2029.0,2,0.1029377412116438,0.1323706377858002,5,5,0,405.8,1.0,0
1,2032.0,2,0.102571926379934,0.130718954248366,5,5,0,406.4,1.0,0
1,1996.0,2,0.1035491787037909,0.1334951456310679,5,5,0,399.2,1.0,0
1,2000.0,3,0.1463434384509205,0.2045948033279052,5,5,0,400.0,1.0,0
1,1979.0,3,0.1468686889078625,0.2038794368827028,5,5,0,395.8,1.0,0
1,2007.0,2,0.1037192082643994,0.1334141904184354,5,5,0,401.4,1.0,0
0,2021.0,2,0.103278515321817,0.1321321321321321,5,5,1,404.2,1.0,0
1,2024.0,2,0.1019529568314351,0.130718954248366,5,5,0,404.8,1.0,0
0,1813.0,2,0.1133548594110348,0.1518288474810214,4,4,2,453.25,1.0,0
1,1988.0,2,0.1040245966034291,0.134886572654813,5,5,0,397.6,1.0,0
1,2011.0,2,0.1033005749164698,0.1334141904184354,5,5,0,402.2,1.0,0
1,1999.0,3,0.1467949434587329,0.2038794368827028,5,5,0,399.8,1.0,0
0,2213.0,3,0.1404812644859359,0.2031690555695226,6,6,1,368.8333333333333,1.0,0
1,2003.0,2,0.1037596858707156,0.1334951456310679,5,5,0,400.6,1.0,0
1,2001.0,2,0.1038961303379388,0.1345565749235474,5,5,0,400.2,1.0,0
1,2081.0,2,0.1005467462506288,0.1270941652224148,5,5,0,416.2,1.0,0
1,2012.0,3,0.145513257525702,0.2031690555695226,5,5,0,402.4,1.0,0
1,2024.0,2,0.1028403329203167,0.1320528211284513,5,5,0,404.8,1.0,0
1,7582.0,12,0.4573512159314812,1.64,5,5,0,1516.4,1.0,1
1,7326.0,12,0.4562051077726058,1.64,5,5,0,1465.2,1.0,1
1,7866.0,12,0.4617712484949483,1.673469387755102,5,5,0,1573.2,1.0,1
1,7939.0,12,0.4574336574997664,1.673469387755102,5,5,0,1587.8,1.0,1
1,8736.0,11,0.4750886305212142,1.607843137254902,5,5,0,1747.2,1.0,1
1,8466.0,12,0.4583123003921711,1.64,5,5,0,1693.2,1.0,1
1,10784.0,13,0.4261206296834333,1.673469387755102,5,5,0,2156.8,1.0,1
0,7578.0,11,0.4778650283331579,1.64,5,5,1,1515.6,1.0,1
1,7666.0,12,0.456897764023277,1.64,5,5,0,1533.2,1.0,1
1,8116.0,12,0.4591887017632337,1.673469387755102,5,5,0,1623.2,1.0,1
1,7168.0,11,0.6468141827962761,3.727272727272727,5,5,0,1433.6,1.0,1
1,7518.0,13,0.4219854250821413,1.64,5,5,0,1503.6,1.0,1
1,9637.0,12,0.4538943153677179,1.64,5,5,0,1927.4,1.0,1
1,8638.0,12,0.4471611522429062,1.64,5,5,0,1727.6,1.0,1
1,9113.0,12,0.4581417192310701,1.64,5,5,0,1822.6,1.0,1
0,8743.0,12,0.4581417192310701,1.64,6,6,1,1457.1666666666667,1.0,1
1,9023.0,12,0.4374172523480062,1.64,5,5,0,1804.6,1.0,1
1,10601.0,12,0.4555840999661328,1.64,5,5,0,2120.2,1.0,1
0,10355.0,12,0.4520599659455095,1.64,6,6,1,1725.8333333333333,1.0,1
1,8738.0,12,0.4548811191256532,1.64,5,5,0,1747.6,1.0,1
1,8442.0,12,0.4566942268979246,1.64,5,5,0,1688.4,1.0,1
1,7809.0,12,0.4396873752011623,1.673469387755102,5,5,0,1561.8,1.0,1
1,9692.0,12,0.458035011295262,1.64,5,5,0,1938.4,1.0,1
0,9643.0,13,0.4056696158533175,1.64,5,5,1,1928.6,1.0,1
1,9597.0,13,0.4242161208962919,1.673469387755102,5,5,0,1919.4,1.0,1
1,7560.0,15,4.797645522113121,13.041131511916866,5,5,0,1512.0,1.0,1
1,6883.0,21,0.421978364892179,2.0621821344656595,5,5,0,1376.6,1.0,1
0,9572.0,93,1.9631622144244187,17.590480380023735,2,2,3,4786.0,1.0,1
1,8910.0,8,0.6023020233479767,1.673469387755102,5,5,0,1782.0,1.0,1
1,9996.0,11,0.497461568461701,1.64,5,5,0,1999.2,1.0,1
1,10572.0,15,2.9241405950649613,19.562899356946044,5,5,0,2114.4,1.0,1
0,5882.0,13,0.422104406781661,1.64,4,4,1,1470.5,1.0,1
0,10842.0,58,1.4079700944018578,8.00390529679106,3,3,2,3614.0,1.0,1
1,9033.0,12,0.4602509377606663,1.64,5,5,0,1806.6,1.0,1
1,10099.0,11,0.4971788274876157,1.64,5,5,0,2019.8,1.0,1
0,9330.0,12,0.4701758492988389,1.64,5,5,3,1866.0,1.0,1
1,8968.0,10,0.5617294109715182,1.64,5,5,0,1793.6,1.0,1
1,9418.0,11,0.5010859861112175,1.64,5,5,0,1883.6,1.0,1
1,7685.0,12,0.4570627146195347,1.64,5,5,0,1537.0,1.0,1
1,9169.0,12,0.4388811267248882,1.64,5,5,0,1833.8,1.0,1
1,10192.0,12,0.4375669597667166,1.64,5,5,0,2038.4,1.0,1
1,8681.0,13,0.4240638128738692,1.64,5,5,0,1736.2,1.0,1
1,7788.0,12,0.4594180550433779,1.64,5,5,0,1557.6,1.0,1
0,10402.0,11,0.4784649659747556,1.607843137254902,5,5,1,2080.4,1.0,1
1,7956.0,11,0.49979918968893,1.64,5,5,0,1591.2,1.0,1
1,9002.0,11,0.4984728716715779,1.64,5,5,0,1800.4,1.0,1
0,8132.0,12,0.4592280774638471,1.64,4,4,2,2033.0,1.0,1
1,7744.0,12,0.4583236288282441,1.64,5,5,0,1548.8,1.0,1
1,7608.0,12,0.4585087033516295,1.673469387755102,5,5,0,1521.6,1.0,1
1,6520.0,11,0.5000375834859887,1.673469387755102,5,5,0,1304.0,1.0,1
1,8611.0,12,0.453200170265492,1.64,5,5,0,1722.2,1.0,1
1,10075.0,11,0.4998411603441173,1.673469387755102,5,5,0,2015.0,1.0,1
1,6743.0,12,0.4575530389842139,1.64,5,5,0,1348.6,1.0,1
1,8442.0,12,0.4558997218050599,1.64,5,5,0,1688.4,1.0,1
1,9101.0,12,0.4581408057841047,1.673469387755102,5,5,0,1820.2,1.0,1
1,9237.0,13,0.4248415156300994,1.64,5,5,0,1847.4,1.0,1
1,8042.0,12,0.4565553743702739,1.64,5,5,0,1608.4,1.0,1
1,9434.0,12,0.4524212217638153,1.64,5,5,0,1886.8,1.0,1
1,9806.0,11,0.4918467065050184,1.673469387755102,5,5,0,1961.2,1.0,1
0,8669.0,13,0.4236620429257701,1.64,4,4,1,2167.25,1.0,1
1,9536.0,12,0.45642887049526,1.64,5,5,0,1907.2,1.0,1
0,8637.0,12,0.4559393722712987,1.64,6,6,1,1439.5,1.0,1
1,9809.0,13,0.4418339250555109,1.64,5,5,0,1961.8,1.0,1
0,7443.0,12,0.4604583639791829,1.673469387755102,5,5,1,1488.6,1.0,1
1,8778.0,12,0.438476742217697,1.64,5,5,0,1755.6,1.0,1
1,8972.0,12,0.415281956593821,1.64,5,5,0,1794.4,1.0,1
1,8451.0,12,0.4680352590705325,1.64,5,5,0,1690.2,1.0,1
0,9684.0,12,0.4554422739046236,1.64,5,5,1,1936.8,1.0,1
1,8654.0,12,0.4564033535553823,1.64,5,5,0,1730.8,1.0,1
0,6966.0,12,0.458883773848729,1.64,4,4,1,1741.5,1.0,1
1,9338.0,13,0.4398780717082549,1.64,5,5,0,1867.6,1.0,1
1,8473.0,13,0.4241615162702916,1.64,5,5,0,1694.6,1.0,1
1,9452.0,13,0.4228037942683909,1.673469387755102,5,5,0,1890.4,1.0,1
1,9500.0,12,0.4574454133063872,1.673469387755102,5,5,0,1900.0,1.0,1
1,10813.0,12,0.4530744676615363,1.64,5,5,0,2162.6,1.0,1
1,7806.0,12,0.4462779992688153,1.64,5,5,0,1561.2,1.0,1
1,10042.0,13,0.4335881024626135,1.64,5,5,0,2008.4,1.0,1
1,7538.0,12,0.4557174662042116,1.64,5,5,0,1507.6,1.0,1
1,7983.0,13,0.4247263801497937,1.673469387755102,5,5,0,1596.6,1.0,1
1,10366.0,12,0.4587196439927831,1.64,5,5,0,2073.2,1.0,1
1,8783.0,12,0.4575427152945419,1.64,5,5,0,1756.6,1.0,1
1,8762.0,13,0.4246635783108152,1.64,5,5,0,1752.4,1.0,1
1,8483.0,12,0.4553552727331705,1.64,5,5,0,1696.6,1.0,1
1,7214.0,13,0.4666128124548384,2.342857142857143,5,5,0,1442.8,1.0,1
1,9706.0,10,0.5283270741221487,1.64,5,5,0,1941.2,1.0,1
1,6243.0,35,0.5299898632553555,3.925079617026896,5,5,0,1248.6,1.0,1
1,9416.0,11,0.5006087098775969,1.64,5,5,0,1883.2,1.0,1
1,10403.0,12,0.4613556763291105,1.64,5,5,0,2080.6,1.0,1
0,8784.0,12,0.4380788974851414,1.64,6,6,1,1464.0,1.0,1
1,8381.0,11,0.4761789001330679,1.64,5,5,0,1676.2,1.0,1
0,9009.0,13,0.432965065364475,1.64,5,5,1,1801.8,1.0,1
1,9535.0,11,0.500691760040358,1.64,5,5,0,1907.0,1.0,1
1,8699.0,12,0.4561560685287947,1.64,5,5,0,1739.8,1.0,1
1,9231.0,12,0.5025631990645567,2.2777777777777777,5,5,0,1846.2,1.0,1
1,8960.0,11,0.498740044671665,1.64,5,5,0,1792.0,1.0,1
1,8016.0,12,0.4289011476259834,1.7083333333333333,5,5,0,1603.2,1.0,1
1,7406.0,12,0.4567641416737278,1.64,5,5,0,1481.2,1.0,1
1,8974.0,11,0.4962032065535475,1.64,5,5,0,1794.8,1.0,1
1,10228.0,12,0.4534892216458293,1.64,5,5,0,2045.6,1.0,1
1,8512.0,11,0.4975327638907403,1.64,5,5,0,1702.4,1.0,1
1,9532.0,12,0.4566807280831361,1.64,5,5,0,1906.4,1.0,1
1,8080.0,12,0.4556252078865945,1.64,5,5,0,1616.0,1.0,1
0,9979.0,12,0.4395125767398807,1.64,6,6,1,1663.1666666666667,1.0,1
1,8525.0,12,0.458260182562519,1.64,5,5,0,1705.0,1.0,1
0,9352.0,12,0.4723834512930249,1.673469387755102,4,4,1,2338.0,1.0,1
1,12077.0,11,0.4859028728343948,1.607843137254902,5,5,0,2415.4,1.0,1
1,8667.0,12,0.4600522098367165,1.64,5,5,0,1733.4,1.0,1
0,6514.0,12,0.4592015611446857,1.673469387755102,4,4,2,1628.5,1.0,1
1,7249.0,12,0.4786617618790934,2.216216216216216,5,5,0,1449.8,1.0,1
1,10332.0,11,0.4865809416770804,1.64,5,5,0,2066.4,1.0,1
1,8179.0,13,0.4226259219819987,1.64,5,5,0,1635.8,1.0,1
1,9275.0,11,0.5116172026867283,1.673469387755102,5,5,0,1855.0,1.0,1
1,9501.0,12,0.4376659489331585,1.64,5,5,0,1900.2,1.0,1
1,9561.0,11,0.5001675348420935,1.673469387755102,5,5,0,1912.2,1.0,1
0,6704.0,11,0.4963673576394027,1.64,4,4,2,1676.0,1.0,1
1,7213.0,10,0.5243034271621093,1.64,5,5,0,1442.6,1.0,1
1,8099.0,12,0.4593024732628802,1.673469387755102,5,5,0,1619.8,1.0,1
1,7466.0,10,0.5488796166213395,1.64,5,5,0,1493.2,1.0,1
1,9348.0,11,0.5019081443064523,1.673469387755102,5,5,0,1869.6,1.0,1
0,6785.0,11,0.5127050339700188,1.64,5,5,1,1357.0,1.0,1
1,8723.0,13,0.4226277466149576,1.64,5,5,0,1744.6,1.0,1
1,8255.0,12,0.5069376452144151,2.411764705882353,5,5,0,1651.0,1.0,1
1,9013.0,12,0.4697535529515466,1.64,5,5,0,1802.6,1.0,1
1,9708.0,11,0.5021584141968387,1.7083333333333333,5,5,0,1941.6,1.0,1
1,7279.0,12,0.4362403104831312,1.607843137254902,5,5,0,1455.8,1.0,1
1,8261.0,11,0.6472255277861761,3.727272727272727,5,5,0,1652.2,1.0,1
1,7441.0,12,0.4549567343227982,1.64,5,5,0,1488.2,1.0,1
1,8782.0,12,0.4592100817049268,1.673469387755102,5,5,0,1756.4,1.0,1
1,7685.0,12,0.4585502220456564,1.64,5,5,0,1537.0,1.0,1
0,8822.0,12,0.4577002917002102,1.64,5,5,1,1764.4,1.0,1
1,6632.0,12,0.4579078156554387,1.64,5,5,0,1326.4,1.0,1
1,9021.0,12,0.4439855781201107,1.64,5,5,0,1804.2,1.0,1
1,10160.0,12,0.4653482754996911,1.64,5,5,0,2032.0,1.0,1
1,6891.0,13,0.4244701340692133,1.673469387755102,5,5,0,1378.2,1.0,1
1,9696.0,12,0.4533010608789485,1.64,5,5,0,1939.2,1.0,1
1,8883.0,12,0.4575540787521828,1.64,5,5,0,1776.6,1.0,1
1,9987.0,12,0.4558099679111904,1.64,5,5,0,1997.4,1.0,1
1,7772.0,12,0.4345952300054554,1.64,5,5,0,1554.4,1.0,1
1,7441.0,12,0.4558972613845247,1.64,5,5,0,1488.2,1.0,1
1,9354.0,12,0.4495979201997079,1.64,5,5,0,1870.8,1.0,1
1,8961.0,12,0.4702309369190083,1.64,5,5,0,1792.2,1.0,1
1,7055.0,12,0.4675832792772446,1.64,5,5,0,1411.0,1.0,1
1,8221.0,13,0.4848802617884074,2.827586206896552,5,5,0,1644.2,1.0,1
0,9536.0,13,0.4242609710992943,1.673469387755102,6,6,2,1589.3333333333333,1.0,1
1,7606.0,12,0.4210793811097483,1.64,5,5,0,1521.2,1.0,1
1,10323.0,12,0.4584734542567736,1.673469387755102,5,5,0,2064.6,1.0,1
1,8967.0,12,0.4702648096408794,1.64,5,5,0,1793.4,1.0,1
1,10933.0,12,0.4580145371141605,1.64,5,5,0,2186.6,1.0,1
1,9404.0,12,0.446873733393658,1.64,5,5,0,1880.8,1.0,1
1,7732.0,12,0.4585791242417549,1.64,5,5,0,1546.4,1.0,1
1,9801.0,13,0.4225414370860766,1.64,5,5,0,1960.2,1.0,1
1,10794.0,13,0.4244833622820069,1.673469387755102,5,5,0,2158.8,1.0,1
1,9748.0,13,0.4236425130583621,1.64,5,5,0,1949.6,1.0,1
0,8384.0,12,0.4519149629493857,1.64,4,4,2,2096.0,1.0,1
1,6369.0,12,0.4556404990626559,1.64,5,5,0,1273.8,1.0,1
1,7491.0,12,0.4369585867021013,1.64,5,5,0,1498.2,1.0,1
